Station Name,Date,Evapo_Transpiration,Rain,Pan_Evaporation,Max_Temp,Min_Temp,Max_Humidity,Min_Humity,Ave_Wind_Speed,Solar_Radiation
LAVERTON RAAF,2014-06-11,1.4,0.0,,16.9,4.3,94,64,4.12,6.58
LAVERTON RAAF,2014-06-12,1.6,0.0,,15.7,10.1,85,64,4.85,4.68
LAVERTON RAAF,2014-06-13,1.4,9.2,,17.7,10.7,97,59,3.69,8.14
LAVERTON RAAF,2014-06-14,0.9,0.0,,15.2,6.7,98,81,4.55,4.92
LAVERTON RAAF,2014-06-15,1.4,5.0,,14.5,8.2,95,62,4.89,7.88
LAVERTON RAAF,2014-06-16,1.5,0.6,,16.3,8.2,91,68,5.27,4.82
LAVERTON RAAF,2014-06-17,1.1,0.8,,14.9,8.4,93,70,3.82,6.22
LAVERTON RAAF,2014-06-18,1.2,0.2,,13.8,10.1,86,58,2.48,4.59
LAVERTON RAAF,2014-06-19,1.1,0.0,,11.9,5.1,90,71,4.73,6.78
LAVERTON RAAF,2014-06-20,1.8,0.0,,15.7,8.2,86,57,5.28,6.35
LAVERTON RAAF,2014-06-21,1.3,0.0,,16.0,11.4,92,71,4.69,7.04
LAVERTON RAAF,2014-06-22,1.1,0.0,,14.9,5.5,99,71,4.62,5.33
LAVERTON RAAF,2014-06-23,2.1,0.0,,15.0,11.5,87,59,8.20,4.94
LAVERTON RAAF,2014-06-24,2.0,4.4,,13.8,5.6,87,59,9.04,5.71
LAVERTON RAAF,2014-06-25,1.9,3.2,,15.6,8.3,90,60,7.13,5.96
LAVERTON RAAF,2014-06-26,2.5,0.4,,15.4,10.0,83,48,7.55,6.97
LAVERTON RAAF,2014-06-27,2.0,0.0,,14.2,8.2,87,59,7.87,5.21
LAVERTON RAAF,2014-06-28,2.0,0.2,,13.1,9.3,79,62,7.76,4.83
LAVERTON RAAF,2014-06-29,1.2,0.6,,11.7,8.3,89,75,6.90,3.08
LAVERTON RAAF,2014-06-30,1.1,7.0,,13.4,3.7,93,73,5.47,5.05
LAVERTON RAAF,2014-07-01,1.1,0.6,,12.6,6.1,93,71,4.39,3.95
LAVERTON RAAF,2014-07-02,1.6,0.0,,16.3,9.0,86,56,3.82,6.89
LAVERTON RAAF,2014-07-03,1.5,0.2,,13.7,5.5,88,64,5.33,8.71
LAVERTON RAAF,2014-07-04,1.5,0.0,,12.3,7.5,87,69,7.26,6.76
LAVERTON RAAF,2014-07-05,1.7,0.0,,14.9,8.4,87,65,6.41,4.32
LAVERTON RAAF,2014-07-06,1.1,0.0,,13.4,9.2,97,71,5.53,6.60
LAVERTON RAAF,2014-07-07,1.7,0.0,,16.0,4.8,97,51,4.14,8.42
LAVERTON RAAF,2014-07-08,2.4,0.0,,14.9,7.8,81,55,8.32,8.02
LAVERTON RAAF,2014-07-09,1.3,0.0,,10.0,8.8,93,63,6.29,3.69
LAVERTON RAAF,2014-07-10,1.5,5.8,,14.6,5.6,90,70,6.82,7.37
LAVERTON RAAF,2014-07-11,1.8,0.0,,15.6,6.2,88,59,5.49,8.05
LAVERTON RAAF,2014-07-12,1.2,4.0,,10.4,5.9,91,66,4.72,7.09
LAVERTON RAAF,2014-07-13,1.2,1.0,,13.0,2.6,92,63,3.55,7.78
LAVERTON RAAF,2014-07-14,0.9,0.2,,12.5,6.8,99,64,2.13,5.56
LAVERTON RAAF,2014-07-15,1.3,0.0,,11.9,6.3,87,66,4.66,3.15
LAVERTON RAAF,2014-07-16,1.8,1.8,,15.0,9.2,91,55,5.49,7.92
LAVERTON RAAF,2014-07-17,1.8,0.0,,11.4,7.2,87,57,7.63,7.61
LAVERTON RAAF,2014-07-18,1.6,3.2,,12.4,5.4,92,60,6.57,6.99
LAVERTON RAAF,2014-07-19,1.1,0.2,,12.6,7.2,95,69,3.82,5.05
LAVERTON RAAF,2014-07-20,0.8,0.0,,12.9,6.2,98,78,2.03,7.33
LAVERTON RAAF,2014-07-21,0.7,0.2,,11.6,3.0,99,79,1.70,8.55
LAVERTON RAAF,2014-07-22,0.7,0.0,,11.0,2.1,99,76,1.78,7.21
LAVERTON RAAF,2014-07-23,1.2,0.0,,13.3,2.4,99,55,2.81,8.19
LAVERTON RAAF,2014-07-24,1.3,0.2,,14.7,4.1,91,66,3.39,4.71
LAVERTON RAAF,2014-07-25,1.7,0.0,,16.2,8.0,87,63,4.93,6.75
LAVERTON RAAF,2014-07-26,1.5,0.0,,14.8,10.9,88,69,4.86,3.99
LAVERTON RAAF,2014-07-27,1.8,0.2,,16.4,4.4,93,53,4.00,8.93
LAVERTON RAAF,2014-07-28,2.7,0.0,,17.9,8.8,85,45,5.87,10.27
LAVERTON RAAF,2014-07-29,2.3,0.0,,16.7,10.2,81,61,7.11,7.05
LAVERTON RAAF,2014-07-30,2.5,0.0,,19.2,11.1,85,57,6.70,7.13
LAVERTON RAAF,2014-07-31,3.6,0.0,,19.1,13.1,90,40,9.63,8.65
LAVERTON RAAF,2014-08-01,1.7,5.4,,10.2,5.0,89,60,8.04,7.43
LAVERTON RAAF,2014-08-02,1.6,9.0,,12.5,1.7,91,44,3.21,10.39
LAVERTON RAAF,2014-08-03,1.8,0.0,,14.4,-0.8,92,37,2.62,11.47
LAVERTON RAAF,2014-08-04,1.8,0.0,,14.5,0.5,86,42,2.95,11.48
LAVERTON RAAF,2014-08-05,1.8,0.0,,16.2,3.4,82,56,3.70,8.70
LAVERTON RAAF,2014-08-06,1.7,0.0,,15.1,8.8,95,57,4.75,6.12
LAVERTON RAAF,2014-08-07,0.9,1.0,,13.1,8.0,97,82,2.84,5.09
LAVERTON RAAF,2014-08-08,1.6,2.8,,15.3,9.5,97,51,2.94,8.59
LAVERTON RAAF,2014-08-09,2.1,0.0,,15.4,4.7,83,53,5.12,6.59
LAVERTON RAAF,2014-08-10,1.8,0.8,,12.1,8.5,92,57,5.67,9.58
LAVERTON RAAF,2014-08-11,1.6,5.4,,11.1,4.2,92,53,3.88,10.59
LAVERTON RAAF,2014-08-12,1.2,1.2,,11.8,5.4,96,68,3.11,9.54
LAVERTON RAAF,2014-08-13,1.5,0.0,,13.5,7.6,93,59,3.11,9.32
LAVERTON RAAF,2014-08-14,1.2,0.0,,12.9,9.0,95,64,2.13,7.73
LAVERTON RAAF,2014-08-15,1.5,0.2,,15.4,0.4,98,60,2.31,12.82
LAVERTON RAAF,2014-08-16,1.1,0.0,,12.3,2.5,99,71,2.45,7.85
LAVERTON RAAF,2014-08-17,1.8,0.0,,13.6,7.3,86,65,5.09,9.55
LAVERTON RAAF,2014-08-18,1.4,0.6,,12.7,9.5,93,69,4.41,5.49
LAVERTON RAAF,2014-08-19,1.5,2.8,,12.8,10.3,93,63,3.90,7.24
LAVERTON RAAF,2014-08-20,1.7,0.0,,14.0,9.0,92,53,2.86,8.95
LAVERTON RAAF,2014-08-21,1.4,0.0,,14.6,3.4,96,65,2.43,10.13
LAVERTON RAAF,2014-08-22,2.4,0.0,,20.2,4.0,96,37,2.54,12.71
LAVERTON RAAF,2014-08-23,2.7,0.0,,19.6,4.0,92,50,4.69,13.29
LAVERTON RAAF,2014-08-24,2.1,2.4,,15.9,8.0,96,50,4.43,7.10
LAVERTON RAAF,2014-08-25,1.6,0.0,,14.9,8.9,95,74,4.39,10.45
LAVERTON RAAF,2014-08-26,1.9,0.2,,17.3,6.1,99,61,2.74,12.75
LAVERTON RAAF,2014-08-27,2.0,0.2,,18.1,3.3,99,55,2.15,14.53
LAVERTON RAAF,2014-08-28,1.8,0.2,,16.7,5.0,100,57,2.05,13.70
LAVERTON RAAF,2014-08-29,1.3,0.2,,14.1,5.4,99,71,2.36,8.70
LAVERTON RAAF,2014-08-30,2.5,0.0,,20.7,10.1,95,49,2.39,14.92
LAVERTON RAAF,2014-08-31,4.4,0.2,,22.7,9.3,83,33,5.98,14.80
LAVERTON RAAF,2014-09-01,2.2,0.0,,14.6,13.7,92,45,5.72,3.16
LAVERTON RAAF,2014-09-02,2.3,10.2,,14.1,7.5,93,56,5.86,13.07
LAVERTON RAAF,2014-09-03,2.0,1.2,,13.7,5.9,91,54,3.42,11.48
LAVERTON RAAF,2014-09-04,1.9,0.0,,14.2,1.3,97,62,3.37,15.19
LAVERTON RAAF,2014-09-05,2.1,0.2,,14.9,1.5,99,58,3.13,16.52
LAVERTON RAAF,2014-09-06,1.9,0.0,,15.7,3.3,99,66,2.49,15.92
LAVERTON RAAF,2014-09-07,3.2,0.0,,20.7,3.1,96,39,3.49,16.89
LAVERTON RAAF,2014-09-08,4.7,0.2,,21.5,8.8,78,36,7.97,13.33
LAVERTON RAAF,2014-09-09,3.4,0.0,,21.3,15.0,92,47,7.54,6.45
LAVERTON RAAF,2014-09-10,3.2,0.0,,19.1,7.1,96,42,5.60,13.25
LAVERTON RAAF,2014-09-11,3.0,2.4,,15.9,10.6,90,46,6.17,14.18
LAVERTON RAAF,2014-09-12,1.9,0.0,,14.1,2.0,94,53,2.84,10.21
LAVERTON RAAF,2014-09-13,2.6,0.2,,17.2,2.2,95,47,2.78,17.53
LAVERTON RAAF,2014-09-14,2.9,0.0,,19.0,2.7,95,45,3.02,17.36
LAVERTON RAAF,2014-09-15,1.6,0.0,,16.4,7.1,97,67,2.72,8.10
LAVERTON RAAF,2014-09-16,1.2,0.0,,14.7,7.0,99,75,4.70,4.00
LAVERTON RAAF,2014-09-17,3.5,1.0,,15.7,5.8,94,33,6.99,15.62
LAVERTON RAAF,2014-09-18,2.1,0.2,,13.7,5.8,88,58,4.84,9.96
LAVERTON RAAF,2014-09-19,2.5,0.8,,16.0,3.7,92,47,4.15,11.85
LAVERTON RAAF,2014-09-20,2.4,0.2,,15.4,7.8,89,59,4.14,14.25
LAVERTON RAAF,2014-09-21,2.7,0.0,,15.9,6.9,93,52,3.17,18.05
LAVERTON RAAF,2014-09-22,3.6,0.0,,22.0,0.7,97,36,2.91,20.23
LAVERTON RAAF,2014-09-23,5.3,0.0,,26.6,7.8,79,22,4.13,18.85
LAVERTON RAAF,2014-09-24,3.9,0.0,,24.8,15.9,99,36,4.87,11.29
LAVERTON RAAF,2014-09-25,1.7,10.8,,15.0,13.4,99,70,4.14,7.78
LAVERTON RAAF,2014-09-26,2.6,0.0,,17.8,7.5,95,56,3.06,15.59
LAVERTON RAAF,2014-09-27,4.3,0.0,,24.5,7.4,96,40,4.93,16.77
LAVERTON RAAF,2014-09-28,8.4,0.0,,28.5,15.9,64,22,9.58,18.44
LAVERTON RAAF,2014-09-29,5.0,0.0,,23.6,12.6,70,34,4.93,19.46
LAVERTON RAAF,2014-09-30,5.8,0.0,,24.9,8.9,84,29,8.31,11.50
LAVERTON RAAF,2014-10-01,2.9,1.6,,15.4,4.4,87,46,5.12,13.21
LAVERTON RAAF,2014-10-02,2.6,0.0,,18.0,5.9,89,53,4.46,9.18
LAVERTON RAAF,2014-10-03,3.2,0.0,,20.8,10.0,92,55,3.21,17.60
LAVERTON RAAF,2014-10-04,6.2,0.0,,28.2,5.0,95,24,5.38,20.18
LAVERTON RAAF,2014-10-05,3.7,0.0,,17.8,12.4,80,50,4.45,19.61
LAVERTON RAAF,2014-10-06,4.5,0.0,,26.3,5.5,90,31,5.59,3.18
LAVERTON RAAF,2014-10-07,3.8,0.4,,18.1,11.0,87,42,6.73,14.14
LAVERTON RAAF,2014-10-08,3.4,0.0,,20.5,5.8,92,44,4.44,13.23
LAVERTON RAAF,2014-10-09,3.8,0.0,,21.3,6.0,93,38,2.91,21.36
LAVERTON RAAF,2014-10-10,4.8,0.0,,25.3,10.2,84,31,5.32,11.39
LAVERTON RAAF,2014-10-11,3.1,0.0,,19.0,11.5,89,54,3.40,16.34
LAVERTON RAAF,2014-10-12,5.1,0.0,,27.2,5.7,98,34,3.59,22.53
LAVERTON RAAF,2014-10-13,3.4,1.2,,15.7,9.9,95,45,8.11,14.72
LAVERTON RAAF,2014-10-14,3.4,5.0,,15.3,8.5,90,44,6.65,17.01
LAVERTON RAAF,2014-10-15,2.8,0.2,,15.9,6.5,86,47,3.64,12.89
LAVERTON RAAF,2014-10-16,3.2,0.0,,17.9,7.6,88,48,5.39,12.95
LAVERTON RAAF,2014-10-17,3.7,0.0,,16.7,7.0,87,45,3.38,24.28
LAVERTON RAAF,2014-10-18,5.1,0.0,,25.7,4.2,93,25,4.53,15.81
LAVERTON RAAF,2014-10-19,7.3,0.0,,29.9,16.1,82,22,7.22,15.32
LAVERTON RAAF,2014-10-20,5.0,0.0,,19.1,11.0,77,41,6.58,26.44
LAVERTON RAAF,2014-10-21,5.6,0.0,,27.5,4.1,95,34,3.95,25.82
LAVERTON RAAF,2014-10-22,7.6,0.0,,33.1,13.5,86,27,5.76,21.90
LAVERTON RAAF,2014-10-23,2.1,0.0,,19.0,14.0,94,72,4.12,9.19
LAVERTON RAAF,2014-10-24,5.7,0.0,,30.0,12.1,99,33,3.55,23.81
LAVERTON RAAF,2014-10-25,3.2,0.0,,18.5,14.2,83,59,4.00,15.47
LAVERTON RAAF,2014-10-26,4.3,0.0,,22.2,13.2,76,38,3.43,18.34
LAVERTON RAAF,2014-10-27,4.4,9.8,,19.2,13.4,91,36,7.97,15.47
LAVERTON RAAF,2014-10-28,4.6,0.2,,20.1,8.5,77,40,7.60,15.04
LAVERTON RAAF,2014-10-29,4.1,0.2,,21.5,7.7,93,43,3.60,20.80
LAVERTON RAAF,2014-10-30,4.6,0.0,,20.6,13.2,85,43,3.73,25.23
LAVERTON RAAF,2014-10-31,8.7,0.0,,33.6,7.4,96,14,5.47,24.31
LAVERTON RAAF,2014-11-01,4.0,7.8,,16.8,12.7,94,39,8.18,16.91
LAVERTON RAAF,2014-11-02,3.3,0.2,,16.4,6.6,86,46,5.11,15.24
LAVERTON RAAF,2014-11-03,4.4,0.0,,21.4,5.6,90,44,3.47,25.61
LAVERTON RAAF,2014-11-04,7.8,0.0,,30.5,10.1,91,13,6.42,16.68
LAVERTON RAAF,2014-11-05,4.7,0.0,,18.1,11.5,80,46,6.23,26.16
LAVERTON RAAF,2014-11-06,5.1,0.0,,22.0,7.4,81,35,3.49,27.84
LAVERTON RAAF,2014-11-07,8.0,0.0,,33.7,9.0,86,17,4.00,28.56
LAVERTON RAAF,2014-11-08,10.3,0.0,,35.6,20.5,92,10,7.29,25.49
LAVERTON RAAF,2014-11-09,4.9,0.0,,19.0,12.6,84,48,5.06,29.21
LAVERTON RAAF,2014-11-10,4.7,0.0,,20.5,9.8,80,47,5.34,24.41
LAVERTON RAAF,2014-11-11,4.5,0.0,,17.3,12.1,76,46,4.91,24.67
LAVERTON RAAF,2014-11-12,5.0,0.0,,22.8,5.0,90,38,3.35,28.33
LAVERTON RAAF,2014-11-13,5.8,0.0,,30.2,9.0,93,15,2.65,21.39
LAVERTON RAAF,2014-11-14,5.2,0.0,,19.0,17.6,71,17,6.61,9.95
LAVERTON RAAF,2014-11-15,2.6,0.0,,17.0,11.7,96,50,3.56,10.91
LAVERTON RAAF,2014-11-16,3.6,31.4,,19.7,10.7,97,40,4.90,13.61
LAVERTON RAAF,2014-11-17,4.4,0.0,,20.6,10.5,90,38,5.00,18.46
LAVERTON RAAF,2014-11-18,3.9,0.0,,19.5,7.4,87,47,3.77,21.25
LAVERTON RAAF,2014-11-19,6.3,0.0,,28.4,11.6,84,27,3.17,28.49
LAVERTON RAAF,2014-11-20,5.8,0.0,,30.3,16.0,80,22,6.01,2.71
LAVERTON RAAF,2014-11-21,5.6,0.0,,22.5,15.5,86,37,4.72,26.84
LAVERTON RAAF,2014-11-22,6.7,0.8,,32.1,9.4,93,22,5.17,13.07
LAVERTON RAAF,2014-11-23,5.5,0.0,,23.9,16.2,77,48,3.95,27.21
LAVERTON RAAF,2014-11-24,1.6,0.0,,19.0,12.1,96,65,4.03,2.18
LAVERTON RAAF,2014-11-25,5.1,9.6,,21.8,9.3,85,35,5.36,22.23
LAVERTON RAAF,2014-11-26,2.6,0.0,,18.4,8.0,89,56,4.25,9.21
LAVERTON RAAF,2014-11-27,4.6,0.0,,17.8,12.6,78,55,4.95,28.07
LAVERTON RAAF,2014-11-28,4.8,0.0,,19.1,12.2,82,54,4.05,29.78
LAVERTON RAAF,2014-11-29,5.3,0.0,,24.9,9.0,92,50,3.75,29.33
LAVERTON RAAF,2014-11-30,7.1,0.0,,31.1,14.0,92,33,3.58,30.97
LAVERTON RAAF,2014-12-01,6.3,0.0,,25.9,18.9,82,41,6.28,24.75
LAVERTON RAAF,2014-12-02,5.8,0.0,,25.1,15.6,86,47,3.81,29.83
LAVERTON RAAF,2014-12-03,2.4,0.0,,23.3,15.8,98,65,3.83,7.42
LAVERTON RAAF,2014-12-04,5.6,15.6,,25.7,16.2,96,51,4.27,29.00
LAVERTON RAAF,2014-12-05,1.7,0.0,,19.6,16.6,95,78,5.05,5.49
LAVERTON RAAF,2014-12-06,2.5,2.4,,20.6,15.1,94,71,7.81,8.33
LAVERTON RAAF,2014-12-07,1.8,13.2,,17.4,14.0,94,80,6.26,7.17
LAVERTON RAAF,2014-12-08,3.5,5.2,,19.7,14.3,97,65,4.30,19.94
LAVERTON RAAF,2014-12-09,4.8,0.2,,19.6,14.5,89,57,3.72,29.95
LAVERTON RAAF,2014-12-10,2.3,0.0,,20.2,11.0,96,74,3.88,10.65
LAVERTON RAAF,2014-12-11,4.3,0.0,,20.3,15.9,90,60,7.39,22.95
LAVERTON RAAF,2014-12-12,6.4,0.0,,24.8,15.2,85,46,5.31,33.23
LAVERTON RAAF,2014-12-13,8.1,0.0,,31.5,11.7,93,21,4.41,32.81
LAVERTON RAAF,2014-12-14,6.2,0.0,,25.1,17.2,80,37,4.78,26.48
LAVERTON RAAF,2014-12-15,4.7,0.0,,22.4,15.8,83,60,4.01,24.96
LAVERTON RAAF,2014-12-16,10.4,0.0,,34.5,15.1,91,11,6.93,28.59
LAVERTON RAAF,2014-12-17,5.3,0.0,,20.8,8.1,85,37,4.66,28.07
LAVERTON RAAF,2014-12-18,5.6,0.0,,24.4,9.0,86,27,5.46,18.31
LAVERTON RAAF,2014-12-19,4.7,3.6,,19.4,9.8,85,46,4.90,26.52
LAVERTON RAAF,2014-12-20,5.2,0.2,,21.3,8.1,88,49,3.86,32.15
LAVERTON RAAF,2014-12-21,7.2,0.0,,30.9,9.9,94,27,3.93,29.77
LAVERTON RAAF,2014-12-22,3.6,0.0,,24.3,16.8,88,62,3.11,15.35
LAVERTON RAAF,2014-12-23,4.2,2.0,,27.1,18.9,90,46,4.65,10.99
LAVERTON RAAF,2014-12-24,5.6,0.0,,21.2,12.7,79,49,4.98,31.85
LAVERTON RAAF,2014-12-25,5.6,0.0,,23.4,10.5,90,46,4.79,30.62
LAVERTON RAAF,2014-12-26,5.0,1.8,,19.8,9.5,89,43,5.52,28.13
LAVERTON RAAF,2014-12-27,5.7,0.2,,21.6,7.5,85,36,3.60,34.04
LAVERTON RAAF,2014-12-28,7.4,0.0,,29.9,9.9,91,25,4.03,32.04
LAVERTON RAAF,2014-12-29,7.0,0.0,,27.6,12.7,85,24,7.60,16.08
LAVERTON RAAF,2014-12-30,6.5,1.6,,23.8,10.3,80,31,7.44,25.02
LAVERTON RAAF,2014-12-31,5.8,0.0,,23.4,7.4,88,38,3.89,32.38
LAVERTON RAAF,2015-01-01,5.1,0.0,,25.1,10.2,89,41,3.91,22.91
LAVERTON RAAF,2015-01-02,10.2,0.0,,41.4,13.7,92,8,4.18,26.46
LAVERTON RAAF,2015-01-03,12.2,0.0,,39.8,19.8,85,15,8.43,24.15
LAVERTON RAAF,2015-01-04,5.1,6.8,,21.8,16.5,90,50,5.45,26.20
LAVERTON RAAF,2015-01-05,5.3,0.0,,22.8,14.4,81,57,4.30,29.12
LAVERTON RAAF,2015-01-06,6.1,0.0,,26.9,16.4,90,51,3.89,31.10
LAVERTON RAAF,2015-01-07,9.2,0.0,,40.1,16.6,97,20,4.27,26.27
LAVERTON RAAF,2015-01-08,3.0,4.6,,28.1,22.0,90,59,3.74,7.37
LAVERTON RAAF,2015-01-09,1.4,5.2,,17.2,15.8,99,76,4.22,3.62
LAVERTON RAAF,2015-01-10,2.1,7.6,,21.1,13.4,89,67,3.35,5.95
LAVERTON RAAF,2015-01-11,5.3,0.0,,25.9,15.6,93,58,6.51,26.10
LAVERTON RAAF,2015-01-12,6.9,0.2,,29.8,13.6,95,37,3.89,31.76
LAVERTON RAAF,2015-01-13,3.1,0.8,,26.1,19.2,94,52,4.10,6.74
LAVERTON RAAF,2015-01-14,4.0,20.0,,23.2,17.9,94,62,7.42,17.15
LAVERTON RAAF,2015-01-15,3.4,0.2,,20.6,15.2,83,56,5.10,11.37
LAVERTON RAAF,2015-01-16,7.2,0.0,,27.2,9.3,93,29,6.52,29.35
LAVERTON RAAF,2015-01-17,7.1,0.0,,25.4,14.9,82,31,6.66,29.53
LAVERTON RAAF,2015-01-18,4.4,0.0,,20.0,12.0,77,47,5.78,18.19
LAVERTON RAAF,2015-01-19,5.3,0.0,,21.6,14.2,86,47,4.82,28.59
LAVERTON RAAF,2015-01-20,6.3,0.0,,30.3,9.5,92,30,5.26,17.67
LAVERTON RAAF,2015-01-21,7.5,0.0,,33.3,17.7,83,28,4.13,26.87
LAVERTON RAAF,2015-01-22,7.9,0.0,,37.0,17.4,91,25,4.17,24.20
LAVERTON RAAF,2015-01-23,6.7,0.0,,25.8,18.8,82,36,5.16,30.00
LAVERTON RAAF,2015-01-24,5.8,0.0,,27.1,11.2,90,45,3.61,29.61
LAVERTON RAAF,2015-01-25,6.0,0.0,,23.0,13.9,86,30,6.53,24.37
LAVERTON RAAF,2015-01-26,5.0,0.0,,20.1,7.9,83,42,5.23,27.72
LAVERTON RAAF,2015-01-27,5.1,0.0,,20.3,14.0,68,48,6.30,22.23
LAVERTON RAAF,2015-01-28,6.5,0.0,,24.3,13.1,80,41,7.28,30.37
LAVERTON RAAF,2015-01-29,6.0,0.0,,21.5,14.2,72,44,6.78,29.37
LAVERTON RAAF,2015-01-30,5.4,0.0,,21.4,13.5,82,45,5.05,29.41
LAVERTON RAAF,2015-01-31,4.8,0.2,,21.9,11.1,91,45,6.26,22.17
LAVERTON RAAF,2015-02-01,2.8,1.0,,19.9,12.6,93,64,6.44,10.71
LAVERTON RAAF,2015-02-02,5.1,2.0,,22.5,14.6,73,50,6.00,21.59
LAVERTON RAAF,2015-02-03,5.1,0.0,,21.1,15.4,72,52,5.11,25.08
LAVERTON RAAF,2015-02-04,4.6,0.0,,19.3,14.3,84,47,6.70,22.20
LAVERTON RAAF,2015-02-05,5.9,0.0,,24.7,14.9,78,49,5.58,29.12
LAVERTON RAAF,2015-02-06,7.5,0.0,,34.3,12.6,92,24,3.70,28.12
LAVERTON RAAF,2015-02-07,8.2,0.0,,36.7,18.7,65,21,5.39,14.17
LAVERTON RAAF,2015-02-08,3.9,0.2,,22.2,18.5,87,52,5.56,13.85
LAVERTON RAAF,2015-02-09,6.3,0.0,,27.2,14.8,80,45,5.23,28.48
LAVERTON RAAF,2015-02-10,5.7,0.0,,28.7,13.2,94,47,3.97,26.69
LAVERTON RAAF,2015-02-11,5.3,0.0,,28.5,15.0,91,52,4.29,23.56
LAVERTON RAAF,2015-02-12,4.8,0.0,,23.2,17.6,86,49,5.00,22.26
LAVERTON RAAF,2015-02-13,5.6,0.0,,33.3,14.3,95,31,4.24,12.54
LAVERTON RAAF,2015-02-14,4.2,14.0,,26.0,18.6,96,58,2.86,20.77
LAVERTON RAAF,2015-02-15,6.2,0.0,,31.4,16.3,94,32,3.40,25.49
LAVERTON RAAF,2015-02-16,5.7,0.0,,24.9,16.3,80,51,6.04,26.64
LAVERTON RAAF,2015-02-17,2.4,0.0,,20.0,16.8,80,65,4.20,5.30
LAVERTON RAAF,2015-02-18,2.7,0.0,,20.5,16.9,83,65,4.32,8.71
LAVERTON RAAF,2015-02-19,5.1,0.0,,27.8,17.8,88,52,3.55,24.26
LAVERTON RAAF,2015-02-20,3.8,0.0,,25.5,15.0,95,58,3.54,17.95
LAVERTON RAAF,2015-02-21,6.8,0.0,,37.6,16.0,94,23,2.97,22.83
LAVERTON RAAF,2015-02-22,6.1,0.0,,35.1,20.7,73,30,4.58,10.69
LAVERTON RAAF,2015-02-23,3.3,9.0,,27.9,18.2,90,51,5.17,3.98
LAVERTON RAAF,2015-02-24,4.4,4.2,,19.8,15.6,75,48,6.06,18.04
LAVERTON RAAF,2015-02-25,4.8,0.0,,26.5,13.9,90,47,3.37,23.21
LAVERTON RAAF,2015-02-26,3.9,0.0,,23.2,15.7,90,61,4.14,20.13
LAVERTON RAAF,2015-02-27,3.8,0.0,,24.1,13.2,93,49,2.95,17.87
LAVERTON RAAF,2015-02-28,6.0,0.0,,34.2,16.5,96,23,5.19,6.88
LAVERTON RAAF,2015-03-01,3.8,15.2,,21.2,13.9,97,56,5.37,20.20
LAVERTON RAAF,2015-03-02,3.8,0.0,,22.5,8.6,92,44,2.83,20.32
LAVERTON RAAF,2015-03-03,4.3,0.0,,22.2,13.5,83,43,3.82,20.88
LAVERTON RAAF,2015-03-04,5.1,0.0,,24.8,12.6,86,37,5.20,20.75
LAVERTON RAAF,2015-03-05,5.0,0.4,,19.7,10.9,84,35,7.73,21.87
LAVERTON RAAF,2015-03-06,3.8,0.0,,22.4,13.3,87,55,6.69,14.13
LAVERTON RAAF,2015-03-07,4.0,0.0,,24.8,13.1,89,42,4.26,13.41
LAVERTON RAAF,2015-03-08,3.7,0.2,,24.3,14.7,89,50,3.15,17.36
LAVERTON RAAF,2015-03-09,3.9,0.0,,24.1,11.8,92,43,4.29,14.35
LAVERTON RAAF,2015-03-10,4.1,0.0,,22.0,14.5,83,46,3.59,20.98
LAVERTON RAAF,2015-03-11,4.5,0.0,,24.8,8.1,92,40,3.75,22.29
LAVERTON RAAF,2015-03-12,4.3,0.0,,21.0,10.7,90,39,5.57,19.32
LAVERTON RAAF,2015-03-13,4.0,0.0,,19.8,13.9,78,46,4.73,18.49
LAVERTON RAAF,2015-03-14,7.1,0.0,,30.7,7.2,93,11,5.08,17.84
LAVERTON RAAF,2015-03-15,3.6,1.4,,17.9,12.2,80,49,5.96,16.22
LAVERTON RAAF,2015-03-16,3.0,0.2,,23.9,7.4,94,46,2.64,11.99
LAVERTON RAAF,2015-03-17,5.2,0.0,,27.8,12.5,80,29,6.24,4.03
LAVERTON RAAF,2015-03-18,3.4,0.4,,26.4,15.8,91,46,3.59,10.28
LAVERTON RAAF,2015-03-19,8.2,0.2,,35.6,13.7,96,25,7.49,14.47
LAVERTON RAAF,2015-03-20,4.1,0.0,,20.7,10.2,83,41,5.12,18.45
LAVERTON RAAF,2015-03-21,4.1,0.0,,21.3,12.4,85,42,4.63,20.48
LAVERTON RAAF,2015-03-22,5.6,0.0,,29.4,7.4,92,26,4.23,19.59
LAVERTON RAAF,2015-03-23,5.2,0.0,,27.5,13.1,88,31,6.99,6.37
LAVERTON RAAF,2015-03-24,3.0,0.0,,16.1,13.3,81,49,6.62,6.91
LAVERTON RAAF,2015-03-25,3.6,0.0,,19.6,12.2,67,43,3.57,16.21
LAVERTON RAAF,2015-03-26,4.5,0.2,,19.1,8.4,80,31,8.39,11.31
LAVERTON RAAF,2015-03-27,3.6,0.0,,18.6,11.9,81,45,6.85,10.83
LAVERTON RAAF,2015-03-28,2.9,0.0,,19.4,11.8,83,51,3.14,14.88
LAVERTON RAAF,2015-03-29,3.5,0.0,,23.1,6.0,92,43,3.25,18.14
LAVERTON RAAF,2015-03-30,3.3,0.0,,23.0,8.1,91,45,2.89,17.83
LAVERTON RAAF,2015-03-31,3.4,0.0,,24.5,8.4,93,46,2.76,17.83
LAVERTON RAAF,2015-04-01,6.1,0.0,,31.0,11.9,89,27,6.26,10.34
LAVERTON RAAF,2015-04-02,3.8,0.0,,17.7,11.3,81,42,7.06,16.68
